,driverId,raceId,temp,Track Length (km),Turns,Direction,Circuit Type,grid,circuit_lap_count,avg_lap_time_last5,avg_position_last5,avg_stop_last5,avg_fastestRank_last5,avg_fastestLap_last5,stop
4836,1,1114,21.6,5.807,18,Clockwise,Race,7.0,53,101839.74944875701,4.6,2.6,2.6,46.4,2
4874,1,1116,24.7,5.513,20,Anti clockwise,Race,3.0,56,105687.40907139852,4.8,2.6,2.8,42.8,2
4892,1,1117,18.5,4.304,17,Clockwise,Race,6.0,71,103400.96848698294,7.8,2.4,3.4,42.4,2
4911,1,1118,17.7,4.309,15,Anti clockwise,Race,5.0,71,100097.62685943992,7.0,1.8,3.0,45.0,4
4928,1,1119,17.2,6.201,17,Anti clockwise,Street,10.0,50,102532.48137476717,7.4,2.4,4.2,51.0,2
4947,1,1120,25.4,5.281,16,Anti clockwise,Race,11.0,58,103371.73156831556,8.2,2.4,4.8,51.2,2
4967,1,1121,15.6,5.412,15,Clockwise,Race,9.0,57,100749.82642843267,9.0,2.4,6.2,54.4,2
4987,1,1122,25.1,6.174,27,Anti clockwise,Street,8.0,50,99799.90393469833,6.6,2.4,6.8,53.8,1
5005,1,1123,16.7,5.278,14,Clockwise,Street,11.0,58,98616.95711779692,8.0,2.2,7.0,47.2,1
5023,1,1124,18.3,5.807,18,Clockwise,Race,7.0,53,95742.20613188142,10.0,1.6,8.2,37.6,3
5041,1,1125,17.3,5.451,16,Clockwise,Race,18.0,56,100345.77352810785,10.4,1.8,8.2,36.2,2
5061,1,1126,26.4,5.412,19,Anti clockwise,Street,8.0,57,104006.89618820636,10.4,1.8,9.0,32.6,1
5081,1,1127,18.2,4.909,19,Anti clockwise,Race,8.0,63,103696.00145136427,10.2,1.6,9.0,35.6,1
5101,1,1128,17.9,3.337,19,Clockwise,Street,7.0,78,100515.42799104679,9.6,1.6,10.2,36.6,2
5117,1,1129,16.6,4.361,13,Clockwise,Street,7.0,70,105547.8556833545,7.4,1.8,6.6,43.0,3
5136,1,1130,21.3,4.657,14,Clockwise,Race,3.0,66,97615.08942998522,6.4,1.8,6.0,50.25,2
5156,1,1131,23.1,4.318,10,Clockwise,Race,5.0,71,91906.93531743111,5.2,1.8,4.0,53.25,2
5176,1,1132,13.0,5.891,18,Clockwise,Race,2.0,52,87052.96195444619,4.8,2.0,4.0,55.0,2
5195,1,1133,24.6,4.381,14,Clockwise,Race,5.0,70,89698.02941476365,3.8,2.2,3.4,55.5,2
5215,1,1134,15.8,7.004,19,Clockwise,Race,3.0,44,84468.1188653131,3.0,2.2,5.2,55.2,2
5234,1,1135,17.2,4.259,14,Clockwise,Race,14.0,72,88124.25990427412,2.4,2.0,6.2,47.8,2
5254,1,1136,12.4,5.793,11,Clockwise,Race,6.0,53,87273.27354063776,3.4,2.0,5.8,51.0,2
5273,1,1137,22.4,6.003,20,Anti clockwise,Street,0.0,51,89941.19897247407,3.6,2.0,4.8,49.4,1
5293,1,1138,30.2,4.94,19,Anti clockwise,Street,3.0,62,93150.94309012112,5.2,1.8,6.0,50.0,1
5332,1,1140,15.4,4.304,17,Clockwise,Race,6.0,71,96102.16207629624,5.8,1.6,6.6,47.8,1
5349,1,1141,20.0,4.309,15,Anti clockwise,Race,14.0,69,91479.77628884427,6.4,1.4,7.0,47.4,2
5367,1,1142,14.6,6.201,17,Anti clockwise,Street,10.0,50,98433.48136130803,6.8,1.4,8.4,48.8,2
5387,1,1143,20.8,5.419,16,Clockwise,Race,6.0,57,101172.09238017595,6.2,1.4,8.4,46.4,4
5405,1,1144,25.3,5.281,16,Anti clockwise,Race,16.0,58,98308.68949059906,6.8,2.0,8.0,47.2,1
5424,1,1145,13.4,5.278,14,Clockwise,Street,8.0,57,96542.97680984266,6.4,2.0,6.0,47.4,5
5460,1,1147,12.4,5.807,18,Clockwise,Race,8.0,53,98287.86095955406,9.4,2.8,5.8,49.8,1
5480,1,1148,26.7,5.412,15,Clockwise,Race,9.0,57,97257.24239351632,10.4,2.6,5.8,46.2,2
5500,1,1149,30.4,6.174,27,Anti clockwise,Street,7.0,50,98120.34063913036,9.0,2.2,6.6,45.4,1
5518,1,1150,24.9,5.412,19,Anti clockwise,Street,12.0,57,99709.9611908545,9.6,2.2,6.2,43.6,1
5536,1,1151,17.4,4.909,19,Anti clockwise,Race,12.0,63,97053.80680488958,9.2,1.4,7.2,41.8,2
5556,1,1152,17.8,3.337,19,Clockwise,Street,7.0,78,94965.22624933402,6.2,1.4,6.2,45.4,2
5576,1,1153,23.3,4.657,14,Clockwise,Race,5.0,66,91865.87066152561,5.8,1.6,5.8,49.8,3
5595,1,1154,16.4,4.361,13,Clockwise,Street,5.0,70,88577.41149087172,6.0,1.8,6.0,54.8,5
5615,1,1155,23.3,4.318,10,Clockwise,Race,4.0,70,84735.23320515742,5.8,2.6,6.4,59.0,2
5632,1,1156,16.4,5.891,18,Clockwise,Race,5.0,52,80264.48287934288,5.0,2.8,5.6,62.6,2
5649,1,1157,15.5,7.004,19,Clockwise,Race,18.0,44,85378.43898434899,5.0,2.8,5.8,60.2,1
5669,1,1158,20.3,4.381,14,Clockwise,Race,12.0,70,93244.73968364969,5.4,2.6,6.4,54.2,1
5708,1,1160,13.6,5.793,11,Clockwise,Race,10.0,53,92908.4702501846,6.6,2.2,6.4,52.8,1
5727,1,1161,17.5,6.003,20,Anti clockwise,Street,12.0,51,93888.7358566536,6.6,1.4,5.8,50.0,1
5746,1,1162,29.0,4.94,19,Anti clockwise,Street,6.0,62,101569.29031043511,7.4,1.2,6.2,47.4,2
5766,1,1163,23.5,5.513,20,Anti clockwise,Race,5.0,56,98656.89713425645,8.2,1.2,5.8,47.2,1
5785,1,1164,19.0,4.304,17,Clockwise,Race,3.0,71,95432.78901737333,7.6,1.2,5.4,49.6,2
5804,1,1165,16.4,4.309,15,Anti clockwise,Race,13.0,71,95539.29434499121,6.8,1.4,5.2,48.6,3
5822,1,1166,14.2,6.201,17,Anti clockwise,Street,19.0,50,95330.79653775002,9.2,1.8,7.4,45.6,1
5860,1,1168,24.5,5.281,16,Anti clockwise,Race,16.0,58,91318.94445505753,10.0,1.8,7.6,47.4,2
245,2,351,28.7,4.94,19,Anti clockwise,Street,14.0,61,88841.99753310761,11.5,2.0,9.25,47.25,2
264,2,352,20.4,5.807,18,Clockwise,Race,11.0,53,98177.63700885096,14.0,2.0,11.25,40.75,1
282,2,353,17.6,5.615,18,Anti clockwise,Race,13.0,55,103415.6036075251,11.5,1.5,12.25,41.25,1
303,2,354,19.2,4.309,15,Anti clockwise,Race,15.0,71,125053.50906207056,11.75,1.5,11.75,43.0,3
327,2,355,26.9,5.281,16,Anti clockwise,Race,14.0,55,122585.96902447658,13.0,1.75,12.75,47.75,1
349,2,841,15.3,5.278,14,Clockwise,Street,18.0,58,119990.18612867217,12.6,1.6,12.6,48.6,2
370,2,842,27.1,5.543,15,Clockwise,Race,6.0,56,114904.71536843825,11.4,1.6,12.4,51.4,3
392,2,843,14.4,5.451,16,Clockwise,Race,16.0,56,115178.95357598542,10.4,2.0,11.8,50.4,2
416,2,844,11.2,5.338,14,Anti clockwise,Race,9.0,58,99196.59792663477,11.0,2.2,12.0,52.2,4
439,2,845,21.7,4.657,14,Clockwise,Race,24.0,66,101970.58984781703,9.0,2.4,11.0,49.0,3
463,2,846,18.6,3.337,19,Clockwise,Street,15.0,78,98427.68663103382,8.4,2.8,9.2,50.8,2
485,2,847,15.6,4.361,13,Clockwise,Street,9.0,70,99582.640652451,7.6,2.8,7.4,57.6,2
531,2,851,16.5,4.381,14,Clockwise,Race,14.0,70,127171.43928881464,11.0,2.6,10.0,59.2,2
1,3,337,26.1,5.412,15,Clockwise,Race,5.0,49,132665.34821816118,10.75,2.75,8.5,61.25,1
20,3,338,21.8,5.278,14,Clockwise,Street,6.0,58,139666.84250035678,10.25,2.0,10.5,59.5,2
38,3,339,29.9,5.543,15,Clockwise,Race,2.0,56,140974.80271255836,9.5,1.75,10.25,57.5,1
55,3,340,17.3,5.451,16,Clockwise,Race,4.0,56,140841.47641385708,8.25,1.5,10.75,51.5,2
73,3,341,15.1,4.657,14,Clockwise,Race,8.0,66,108706.99597554539,4.0,1.5,7.0,41.25,2
95,3,342,16.2,3.337,19,Clockwise,Street,6.0,78,104815.07370351323,5.8,1.6,6.8,43.0,1
114,3,343,22.8,5.338,14,Anti clockwise,Race,6.0,58,97297.16642983453,6.2,1.6,5.6,47.0,1
136,3,344,18.9,4.361,13,Clockwise,Street,10.0,70,96354.65608500695,6.2,1.4,7.0,46.8,2
158,3,347,16.6,4.574,17,Clockwise,Race,9.0,67,92460.78465643551,6.8,1.6,6.0,49.8,1
180,3,348,22.9,4.381,14,Clockwise,Race,6.0,70,85524.2908252667,7.8,1.4,6.6,60.2,1
202,3,349,10.4,7.004,19,Clockwise,Race,14.0,44,85614.60056885643,9.6,1.2,9.4,52.8,1
223,3,350,19.2,5.793,11,Clockwise,Race,7.0,53,92988.53075533661,9.4,1.2,10.0,46.0,1
246,3,351,28.7,4.94,19,Anti clockwise,Street,7.0,61,91919.42561545371,9.4,1.2,8.8,46.0,1
265,3,352,20.4,5.807,18,Clockwise,Race,6.0,53,99017.60688009074,9.2,1.0,9.8,43.4,1
304,3,354,19.2,4.309,15,Anti clockwise,Race,13.0,71,103960.76142554528,11.0,1.0,10.6,39.0,3
328,3,355,26.9,5.281,16,Anti clockwise,Race,9.0,55,101872.02546310396,7.8,1.4,7.6,49.4,1
350,3,841,15.3,5.278,14,Clockwise,Street,7.0,58,99369.48091764942,7.4,1.4,6.2,53.6,1
371,3,842,27.1,5.543,15,Clockwise,Race,9.0,56,101246.00235847276,9.8,1.4,9.0,47.4,3
393,3,843,14.4,5.451,16,Clockwise,Race,4.0,56,99222.06524967989,11.2,1.8,9.0,45.4,3
417,3,844,11.2,5.338,14,Anti clockwise,Race,3.0,58,99144.07239253704,8.8,2.2,7.6,44.8,4
440,3,845,21.7,4.657,14,Clockwise,Race,7.0,66,102138.1837572772,8.6,2.4,8.0,41.2,3
464,3,846,18.6,3.337,19,Clockwise,Street,7.0,78,98669.56221881567,9.2,2.8,10.0,37.6,3
486,3,847,15.6,4.361,13,Clockwise,Street,6.0,70,99890.46461116016,8.0,3.2,8.6,44.6,4
509,3,850,10.7,5.148,15,Clockwise,Race,6.0,60,120646.080455316,7.8,3.4,8.8,49.4,3
532,3,851,16.5,4.381,14,Clockwise,Race,7.0,70,119669.70043110293,8.2,3.4,9.2,51.4,4
555,3,852,12.0,7.004,19,Clockwise,Race,5.0,44,119533.91807228234,9.0,3.4,9.6,54.8,2
594,3,854,28.9,4.94,19,Anti clockwise,Street,7.0,61,125036.62961074388,8.8,3.2,8.6,55.8,3
617,3,855,16.9,5.807,18,Clockwise,Race,23.0,53,128351.22206688423,8.0,3.2,9.8,53.0,3
641,3,856,17.1,5.615,18,Anti clockwise,Race,7.0,55,107011.7561369651,7.8,3.0,8.6,49.2,2
665,3,857,22.6,5.125,16,Clockwise,Race,7.0,60,108746.35447286647,8.0,2.8,9.0,48.8,2
687,3,858,23.5,5.281,16,Anti clockwise,Race,7.0,55,108376.48476272155,7.4,2.4,8.4,47.8,2
708,3,859,20.9,4.309,15,Anti clockwise,Race,6.0,71,105893.73658090338,7.4,2.4,8.2,51.0,2
732,3,860,16.3,5.278,14,Clockwise,Street,7.0,58,97934.27705709384,7.4,2.2,7.0,51.6,2
751,3,861,28.7,5.543,15,Clockwise,Race,7.0,56,96868.07855351546,7.8,2.0,9.2,52.2,4
774,3,862,16.6,5.451,16,Clockwise,Race,1.0,56,110891.04238468428,8.8,2.4,9.6,52.6,2
798,3,863,24.9,5.412,15,Clockwise,Race,5.0,57,113219.13595611285,7.8,2.4,10.0,48.8,3
822,3,864,20.2,4.657,14,Clockwise,Race,6.0,66,112055.19203266788,7.6,2.6,10.6,46.0,3
845,3,865,17.5,3.337,19,Clockwise,Street,2.0,78,114453.20519284104,7.6,2.8,10.0,46.0,1
866,3,866,17.8,4.361,13,Clockwise,Street,5.0,70,111099.33490106385,5.6,2.6,8.6,44.6,2
888,3,869,15.9,4.574,17,Clockwise,Race,21.0,67,91386.25418677814,4.2,2.2,7.8,47.8,3
912,3,870,24.7,4.381,14,Clockwise,Race,13.0,69,87180.59389893166,6.0,2.4,6.8,51.6,2
935,3,871,13.2,7.004,19,Clockwise,Race,23.0,44,84677.10846796293,7.0,2.2,6.6,55.0,2
956,3,872,22.7,5.793,11,Clockwise,Race,6.0,53,91020.73725584171,7.8,2.0,5.6,53.8,2
979,3,873,28.4,4.94,19,Anti clockwise,Street,10.0,59,92863.53057949919,8.8,2.2,4.4,55.2,2
1046,3,876,21.8,5.125,16,Clockwise,Race,10.0,60,101581.3372623079,8.6,2.2,5.4,52.8,1
1069,3,877,28.3,5.281,16,Anti clockwise,Race,7.0,55,103627.52064539248,8.8,1.8,7.6,52.8,1
1091,3,878,15.5,5.513,20,Anti clockwise,Race,17.0,56,108982.39103876722,11.4,1.6,10.2,42.0,1
1113,3,879,19.2,4.309,15,Anti clockwise,Race,9.0,71,105234.85694785812,11.8,1.4,11.4,44.4,4
1133,3,880,14.0,5.278,14,Clockwise,Street,6.0,58,105249.77263518967,13.4,1.8,14.4,41.4,1
1154,3,881,28.6,5.543,15,Clockwise,Race,6.0,56,99667.2189194139,16.4,1.6,15.6,34.0,4
1175,3,882,17.0,5.451,16,Clockwise,Race,4.0,56,102406.66725274725,15.0,2.2,14.4,31.0,3
1195,3,883,27.7,5.412,15,Clockwise,Race,1.0,57,101149.81963369963,14.2,2.6,13.8,31.6,4
1217,3,884,17.8,4.657,14,Clockwise,Race,1.0,66,100646.47007229613,13.4,3.2,13.0,31.0,3
1238,3,885,13.6,3.337,19,Clockwise,Street,1.0,78,100719.01933636538,11.6,3.0,12.0,34.6,1
1259,3,886,18.5,4.361,13,Clockwise,Street,4.0,70,102898.65779790384,7.8,3.0,9.6,45.8,3
1281,3,888,19.3,5.148,15,Clockwise,Race,11.0,60,97647.84851218955,8.0,2.8,8.8,51.0,3
1302,3,890,28.3,4.381,14,Clockwise,Race,4.0,70,96225.259940761,6.0,2.8,6.2,60.6,3
1323,3,891,13.9,7.004,19,Clockwise,Race,4.0,44,93634.46575216451,8.0,2.6,6.2,63.4,2
1344,3,892,22.7,5.793,11,Clockwise,Race,6.0,53,98341.99908549784,7.6,2.4,5.2,60.0,1
1364,3,893,29.2,4.94,19,Anti clockwise,Street,2.0,61,94959.33870813934,8.6,2.4,4.4,55.2,2
1386,3,894,22.2,5.615,18,Anti clockwise,Race,4.0,55,102583.18610860773,8.4,2.2,4.8,51.4,2
1408,3,895,16.8,5.807,18,Clockwise,Race,6.0,53,104797.7121692138,8.0,2.0,4.4,51.2,4
1428,3,897,29.5,5.281,16,Anti clockwise,Race,3.0,55,106961.45544751568,5.8,2.2,4.0,48.0,2
1449,3,898,25.3,5.513,20,Anti clockwise,Race,12.0,56,105523.89544751568,5.6,2.2,4.0,50.4,1
1470,3,899,19.2,4.309,15,Anti clockwise,Race,2.0,71,109182.90225344559,6.2,2.2,5.2,50.6,2
1490,3,900,16.7,5.278,14,Clockwise,Street,3.0,57,101323.83280066334,6.4,2.2,5.2,52.4,2
1509,3,901,28.1,5.543,15,Clockwise,Race,3.0,56,98278.62112602216,5.2,2.2,4.6,45.4,3
1529,3,902,22.6,5.412,15,Clockwise,Race,1.0,57,99932.26445486315,4.0,2.0,4.6,47.2,2
1551,3,903,14.4,5.451,16,Clockwise,Race,4.0,54,99401.76671961595,3.8,2.0,3.6,46.8,2
1572,3,904,20.6,4.657,14,Clockwise,Race,2.0,66,98741.79171961595,2.4,2.2,2.2,44.4,2
1594,3,905,16.5,3.337,19,Clockwise,Street,1.0,78,101361.43290612896,1.8,2.2,1.4,42.6,1
1613,3,906,21.7,4.361,13,Clockwise,Street,1.0,70,98627.16826375379,1.8,2.0,2.0,45.4,2
1630,3,909,22.6,4.574,17,Clockwise,Race,1.0,67,94064.1889780395,1.8,1.8,3.0,41.0,2
1651,3,910,22.4,4.381,14,Clockwise,Race,1.0,70,89853.11916918901,1.6,1.8,4.0,44.6,3
1672,3,911,10.7,7.004,19,Clockwise,Race,1.0,44,88430.40202633187,2.0,2.0,4.0,49.6,3
1692,3,912,22.0,5.793,11,Clockwise,Race,2.0,53,93139.84899602886,2.0,2.2,3.8,46.6,1
1733,3,914,19.4,5.807,18,Clockwise,Race,1.0,44,94237.09258577244,2.2,2.2,3.4,50.2,3
1755,3,916,15.8,5.513,20,Anti clockwise,Race,1.0,56,107726.90855979841,2.2,2.4,3.2,46.6,2
1771,3,917,20.9,4.309,15,Anti clockwise,Race,1.0,71,112403.1585064935,2.4,2.4,3.0,42.8,3
1789,3,918,24.1,5.281,16,Anti clockwise,Race,1.0,55,108217.56900951162,1.8,2.4,3.2,42.4,2
1809,3,926,14.6,5.278,14,Clockwise,Street,2.0,58,107180.06311725572,4.2,2.2,5.2,38.6,1
1822,3,927,28.6,5.543,15,Clockwise,Race,3.0,56,108261.37691035918,4.2,2.2,5.2,37.8,3
1840,3,928,14.5,5.451,16,Clockwise,Race,2.0,56,99458.88307919035,4.4,2.2,4.2,43.4,2
1858,3,929,25.4,5.412,15,Clockwise,Race,3.0,57,99364.67950776176,4.4,2.2,3.6,41.6,2
1877,3,930,21.2,4.657,14,Clockwise,Race,1.0,66,104187.76559622237,4.8,2.0,3.8,36.4,2
1897,3,931,17.6,3.337,19,Clockwise,Street,2.0,78,100536.32148847825,2.2,2.0,2.0,43.6,1
1916,3,932,13.2,4.361,13,Clockwise,Street,2.0,70,98334.06923383634,2.0,2.0,2.0,49.4,1
1936,3,936,21.9,4.381,14,Clockwise,Race,2.0,69,92384.92994812205,1.8,1.6,2.8,53.4,5
1956,3,937,17.7,7.004,19,Clockwise,Race,2.0,43,89652.4453725527,3.0,2.2,2.8,59.2,2
1974,3,938,17.0,5.793,11,Clockwise,Race,4.0,53,92971.10379768528,2.8,2.2,2.4,58.8,1
1992,3,939,29.3,4.94,19,Anti clockwise,Street,6.0,61,92343.94997950348,6.0,2.0,2.4,56.8,2
2012,3,940,19.8,5.807,18,Clockwise,Race,1.0,53,99484.3343426813,6.6,2.2,3.4,51.6,2
2032,3,942,15.8,5.513,20,Anti clockwise,Race,1.0,56,103746.61197071362,6.6,2.4,2.8,45.2,2
2051,3,944,22.3,4.309,15,Anti clockwise,Race,1.0,71,108882.06440342583,5.4,1.8,2.6,41.4,3
2070,3,945,24.5,5.281,16,Anti clockwise,Race,1.0,55,100927.74242504392,5.2,2.0,2.8,46.0,2
2089,3,948,16.8,5.278,14,Clockwise,Street,2.0,57,104644.75987958939,2.0,2.2,3.4,44.8,2
2109,3,949,20.9,5.412,15,Clockwise,Race,2.0,57,103479.37011830093,1.4,2.2,2.6,39.0,3
2128,3,950,18.0,5.451,16,Clockwise,Race,1.0,56,103159.40878099538,1.2,2.4,2.4,41.0,2
2170,3,953,17.8,3.337,19,Clockwise,Street,2.0,78,100582.0444952811,1.0,2.4,3.4,38.8,2
2190,3,954,12.9,4.361,13,Clockwise,Street,2.0,70,103797.75460723488,2.2,2.2,4.2,42.2,2
2210,3,955,26.8,6.003,20,Anti clockwise,Street,1.0,51,98098.7491526894,3.0,2.2,3.4,46.8,1
2232,3,956,14.8,4.318,10,Clockwise,Race,6.0,71,97159.70869861305,3.0,2.0,3.0,52.2,4
2252,3,958,24.8,4.381,14,Clockwise,Race,1.0,70,92317.66041593453,3.6,2.2,3.2,57.2,2
2274,3,959,20.5,4.574,17,Clockwise,Race,1.0,67,88359.74113022024,3.8,2.2,2.4,61.6,3
2296,3,960,22.3,7.004,19,Clockwise,Race,1.0,44,86036.78548536757,3.2,2.4,2.2,57.0,2
2313,3,961,24.6,5.793,11,Clockwise,Race,2.0,53,98839.96366718577,2.4,2.4,2.4,47.2,1
2335,3,962,28.2,4.94,19,Anti clockwise,Street,1.0,61,94527.50647147729,2.4,2.4,4.0,42.8,3
2355,3,963,29.2,5.543,15,Clockwise,Race,2.0,56,102452.30965780838,1.8,2.2,4.8,37.2,3
2375,3,964,16.8,5.807,18,Clockwise,Race,1.0,53,106104.51822923694,2.0,2.4,4.6,34.0,2
2397,3,965,20.0,5.513,20,Anti clockwise,Race,2.0,56,109441.09530611671,1.4,2.2,4.6,30.0,2
2418,3,967,17.5,4.309,15,Anti clockwise,Race,2.0,71,101906.58426715566,1.6,2.2,4.8,34.6,2
2438,3,968,24.5,5.281,16,Anti clockwise,Race,2.0,55,114994.20324137835,1.8,2.4,4.2,38.8,2
2,4,337,26.1,5.412,15,Clockwise,Race,3.0,49,115263.45077303442,2.0,2.25,3.75,39.0,1
21,4,338,21.8,5.278,14,Clockwise,Street,3.0,58,119565.18801793238,1.5,1.75,3.75,39.25,1
39,4,339,29.9,5.543,15,Clockwise,Race,19.0,56,119300.62563992327,2.25,1.5,5.0,43.25,1
56,4,340,17.3,5.451,16,Clockwise,Race,3.0,56,118276.15837801852,5.0,1.25,4.75,45.0,5
74,4,341,15.1,4.657,14,Clockwise,Race,4.0,66,108625.75797560404,5.5,2.0,5.5,36.75,1
96,4,342,16.2,3.337,19,Clockwise,Street,24.0,78,104379.89728957413,4.8,1.8,5.0,40.8,1
115,4,343,22.8,5.338,14,Anti clockwise,Race,12.0,58,97025.3298379781,5.8,1.8,6.0,46.4,1
137,4,344,18.9,4.361,13,Clockwise,Street,3.0,70,96133.36087246088,6.6,1.8,6.2,48.2,2
159,4,347,16.6,4.574,17,Clockwise,Race,2.0,67,92013.64182484182,4.6,2.0,7.0,48.8,1
181,4,348,22.9,4.381,14,Clockwise,Race,3.0,70,84804.486174522,4.0,1.2,5.6,59.2,1
203,4,349,10.4,7.004,19,Clockwise,Race,10.0,44,84706.3152654311,4.0,1.2,5.8,61.2,3
224,4,350,19.2,5.793,11,Clockwise,Race,1.0,53,91408.88172419755,7.0,1.6,6.2,52.4,1
247,4,351,28.7,4.94,19,Anti clockwise,Street,1.0,61,90177.55342231077,5.6,1.6,4.2,51.6,1
266,4,352,20.4,5.807,18,Clockwise,Race,4.0,53,97247.70143167845,5.2,1.4,3.2,54.4,1
283,4,353,17.6,5.615,18,Anti clockwise,Race,3.0,55,102040.33201461282,5.6,1.4,3.6,51.8,1
305,4,354,19.2,4.309,15,Anti clockwise,Race,5.0,71,121389.430196431,5.4,1.4,3.0,46.8,1
329,4,355,26.9,5.281,16,Anti clockwise,Race,3.0,55,113484.01664485126,1.8,1.0,1.8,54.4,1
351,4,841,15.3,5.278,14,Clockwise,Street,5.0,58,118076.9594921926,3.0,1.0,3.0,54.4,3
372,4,842,27.1,5.543,15,Clockwise,Race,5.0,56,113512.59030055888,3.6,1.4,3.2,52.6,4
394,4,843,14.4,5.451,16,Clockwise,Race,5.0,56,114082.85822508721,4.2,2.0,2.8,51.8,2
418,4,844,11.2,5.338,14,Anti clockwise,Race,5.0,58,98241.38290041187,5.4,2.2,5.6,51.6,4
441,4,845,21.7,4.657,14,Clockwise,Race,4.0,66,101186.62636811464,5.4,2.8,6.4,47.8,4
465,4,846,18.6,3.337,19,Clockwise,Street,4.0,78,97612.96874573702,5.0,3.4,6.8,41.8,2
487,4,847,15.6,4.361,13,Clockwise,Street,2.0,70,98932.73974485285,4.6,3.2,7.2,47.4,3
510,4,850,10.7,5.148,15,Clockwise,Race,4.0,60,141979.8453004084,7.8,3.0,11.2,40.4,3
533,4,851,16.5,4.381,14,Clockwise,Race,5.0,70,140605.48244326556,6.8,3.2,9.2,44.2,4
556,4,852,12.0,7.004,19,Clockwise,Race,8.0,44,140238.52372405372,6.8,3.2,8.6,47.0,2
577,4,853,23.6,5.793,11,Clockwise,Race,4.0,53,145636.76225552225,6.6,2.8,7.8,50.8,2
595,4,854,28.9,4.94,19,Anti clockwise,Street,5.0,61,144040.54720956192,6.8,2.8,8.2,45.4,3
618,4,855,16.9,5.807,18,Clockwise,Race,5.0,53,103546.2318179408,3.2,2.8,4.8,54.2,3
642,4,856,17.1,5.615,18,Anti clockwise,Race,6.0,55,104615.19898775213,3.2,2.8,4.6,52.2,2
666,4,857,22.6,5.125,16,Clockwise,Race,3.0,60,107712.30184489497,3.6,2.4,5.2,48.0,2
688,4,858,23.5,5.281,16,Anti clockwise,Race,5.0,55,102192.18305701618,3.4,2.4,4.8,51.4,2
709,4,859,20.9,4.309,15,Anti clockwise,Race,5.0,71,105078.54490950334,3.2,2.4,4.8,49.6,3
733,4,860,16.3,5.278,14,Clockwise,Street,12.0,58,97161.97164697734,3.2,2.4,4.6,51.0,2
752,4,861,28.7,5.543,15,Clockwise,Race,8.0,56,96134.2451668212,3.8,2.2,5.2,51.4,3
775,4,862,16.6,5.451,16,Clockwise,Race,9.0,56,110016.0251668212,3.0,2.4,5.4,53.8,3
799,4,863,24.9,5.412,15,Clockwise,Race,9.0,57,112619.00921444024,4.2,2.6,7.2,50.4,3
823,4,864,20.2,4.657,14,Clockwise,Race,2.0,66,111622.77725271776,5.2,2.8,9.0,51.0,3
846,4,865,17.5,3.337,19,Clockwise,Street,5.0,78,113962.95429070324,4.8,2.8,8.8,47.2,1
867,4,866,17.8,4.361,13,Clockwise,Street,3.0,70,110734.2669343814,4.4,2.6,8.4,45.8,1
889,4,869,15.9,4.574,17,Clockwise,Race,1.0,67,91300.64407723855,5.2,2.2,10.0,43.6,2
913,4,870,24.7,4.381,14,Clockwise,Race,6.0,69,86815.98933310209,3.6,2.0,8.0,48.6,2
957,4,872,22.7,5.793,11,Clockwise,Race,10.0,53,84233.03357413947,3.2,1.8,6.4,52.8,1
980,4,873,28.4,4.94,19,Anti clockwise,Street,5.0,59,84315.69623851911,3.4,1.4,8.0,52.4,2
1025,4,875,17.0,5.615,18,Anti clockwise,Race,4.0,55,92535.78324416884,3.4,1.6,8.0,54.0,2
1047,4,876,21.8,5.125,16,Clockwise,Race,5.0,60,97741.85155585715,3.0,1.8,5.6,56.0,1
1070,4,877,28.3,5.281,16,Anti clockwise,Race,6.0,55,99693.1155857079,3.2,1.6,5.8,54.8,1
1092,4,878,15.5,5.513,20,Anti clockwise,Race,7.0,56,105160.21603366573,2.6,1.4,4.8,52.4,1
1114,4,879,19.2,4.309,15,Anti clockwise,Race,7.0,71,107734.79514417786,2.6,1.4,3.4,54.8,3
1134,4,880,14.0,5.278,14,Clockwise,Street,5.0,58,101005.83114322297,2.4,1.6,3.2,51.4,3
1176,4,882,17.0,5.451,16,Clockwise,Race,3.0,56,98580.23051626372,2.2,1.8,3.2,51.6,3
1196,4,883,27.7,5.412,15,Clockwise,Race,3.0,57,100980.62123054944,2.0,2.2,3.4,48.8,4
1218,4,884,17.8,4.657,14,Clockwise,Race,5.0,66,98199.20987488756,3.2,2.8,3.6,46.4,4
1239,4,885,13.6,3.337,19,Clockwise,Street,6.0,78,95554.86506969275,2.8,3.4,3.8,45.8,1
1260,4,886,18.5,4.361,13,Clockwise,Street,6.0,70,99015.7574496133,3.8,3.0,5.4,54.0,2
1282,4,888,19.3,5.148,15,Clockwise,Race,8.0,60,96179.72976488425,3.8,2.8,5.2,57.2,3
1303,4,890,28.3,4.381,14,Clockwise,Race,5.0,70,95786.84238393186,4.4,2.8,4.6,58.2,3
1324,4,891,13.9,7.004,19,Clockwise,Race,9.0,44,93102.31867465869,3.8,2.6,5.6,61.2,2
1345,4,892,22.7,5.793,11,Clockwise,Race,5.0,53,97956.86867465868,4.0,2.2,5.4,57.8,1
1365,4,893,29.2,4.94,19,Anti clockwise,Street,7.0,61,94484.78410765335,3.0,2.2,4.0,52.8,2
1387,4,894,22.2,5.615,18,Anti clockwise,Race,5.0,55,102205.9325385667,3.0,2.2,5.8,47.8,2
1409,4,895,16.8,5.807,18,Clockwise,Race,8.0,53,104548.94102341519,3.4,2.0,7.0,48.4,2
